Country_Region,Province_State,Date,Category,Cases
Nigeria,"",2020-04-07T00:00:00Z,Recovered,44
North Macedonia,"",2020-04-07T00:00:00Z,Deaths,26
North Macedonia,"",2020-04-07T00:00:00Z,Confirmed,599
North Macedonia,"",2020-04-07T00:00:00Z,Recovered,30
Norway,"",2020-04-07T00:00:00Z,Deaths,89
Norway,"",2020-04-07T00:00:00Z,Confirmed,6086
Norway,"",2020-04-07T00:00:00Z,Recovered,32
Oman,"",2020-04-07T00:00:00Z,Deaths,2
Oman,"",2020-04-07T00:00:00Z,Confirmed,371
Oman,"",2020-04-07T00:00:00Z,Recovered,67
Pakistan,"",2020-04-07T00:00:00Z,Deaths,57
Pakistan,"",2020-04-07T00:00:00Z,Confirmed,4035
Pakistan,"",2020-04-07T00:00:00Z,Recovered,429
Panama,"",2020-04-07T00:00:00Z,Deaths,55
Panama,"",2020-04-07T00:00:00Z,Confirmed,2100
Panama,"",2020-04-07T00:00:00Z,Recovered,14
Papua New Guinea,"",2020-04-07T00:00:00Z,Deaths,0
Papua New Guinea,"",2020-04-07T00:00:00Z,Confirmed,2
Papua New Guinea,"",2020-04-07T00:00:00Z,Recovered,0
Paraguay,"",2020-04-07T00:00:00Z,Deaths,5
Paraguay,"",2020-04-07T00:00:00Z,Confirmed,115
Paraguay,"",2020-04-07T00:00:00Z,Recovered,15
Peru,"",2020-04-07T00:00:00Z,Deaths,107
Peru,"",2020-04-07T00:00:00Z,Confirmed,2954
Peru,"",2020-04-07T00:00:00Z,Recovered,1301
Philippines,"",2020-04-07T00:00:00Z,Deaths,177
Philippines,"",2020-04-07T00:00:00Z,Confirmed,3764
Philippines,"",2020-04-07T00:00:00Z,Recovered,84
Poland,"",2020-04-07T00:00:00Z,Deaths,129
Poland,"",2020-04-07T00:00:00Z,Confirmed,4848
Poland,"",2020-04-07T00:00:00Z,Recovered,191
Portugal,"",2020-04-07T00:00:00Z,Deaths,345
Portugal,"",2020-04-07T00:00:00Z,Confirmed,12442
Portugal,"",2020-04-07T00:00:00Z,Recovered,184
Qatar,"",2020-04-07T00:00:00Z,Deaths,6
Qatar,"",2020-04-07T00:00:00Z,Confirmed,2057
Qatar,"",2020-04-07T00:00:00Z,Recovered,150
Romania,"",2020-04-07T00:00:00Z,Deaths,197
Romania,"",2020-04-07T00:00:00Z,Confirmed,4417
Romania,"",2020-04-07T00:00:00Z,Recovered,460
Russia,"",2020-04-07T00:00:00Z,Deaths,58
Russia,"",2020-04-07T00:00:00Z,Confirmed,7497
Russia,"",2020-04-07T00:00:00Z,Recovered,494
Rwanda,"",2020-04-07T00:00:00Z,Deaths,0
Rwanda,"",2020-04-07T00:00:00Z,Confirmed,105
Rwanda,"",2020-04-07T00:00:00Z,Recovered,7
Saint Kitts and Nevis,"",2020-04-07T00:00:00Z,Deaths,0
Saint Kitts and Nevis,"",2020-04-07T00:00:00Z,Confirmed,11
Saint Kitts and Nevis,"",2020-04-07T00:00:00Z,Recovered,0
Saint Lucia,"",2020-04-07T00:00:00Z,Deaths,0
Saint Lucia,"",2020-04-07T00:00:00Z,Confirmed,14
Saint Lucia,"",2020-04-07T00:00:00Z,Recovered,1
Saint Vincent and the Grenadines,"",2020-04-07T00:00:00Z,Deaths,0
Saint Vincent and the Grenadines,"",2020-04-07T00:00:00Z,Confirmed,8
Saint Vincent and the Grenadines,"",2020-04-07T00:00:00Z,Recovered,1
San Marino,"",2020-04-07T00:00:00Z,Deaths,34
San Marino,"",2020-04-07T00:00:00Z,Confirmed,279
San Marino,"",2020-04-07T00:00:00Z,Recovered,40
Sao Tome and Principe,"",2020-04-07T00:00:00Z,Deaths,0
Sao Tome and Principe,"",2020-04-07T00:00:00Z,Confirmed,4
Sao Tome and Principe,"",2020-04-07T00:00:00Z,Recovered,0
Saudi Arabia,"",2020-04-07T00:00:00Z,Deaths,41
Saudi Arabia,"",2020-04-07T00:00:00Z,Confirmed,2795
Saudi Arabia,"",2020-04-07T00:00:00Z,Recovered,615
Senegal,"",2020-04-07T00:00:00Z,Deaths,2
Senegal,"",2020-04-07T00:00:00Z,Confirmed,237
Senegal,"",2020-04-07T00:00:00Z,Recovered,105
Serbia,"",2020-04-07T00:00:00Z,Deaths,61
Serbia,"",2020-04-07T00:00:00Z,Confirmed,2447
Serbia,"",2020-04-07T00:00:00Z,Recovered,0
Seychelles,"",2020-04-07T00:00:00Z,Deaths,0
Seychelles,"",2020-04-07T00:00:00Z,Confirmed,11
Seychelles,"",2020-04-07T00:00:00Z,Recovered,0
Sierra Leone,"",2020-04-07T00:00:00Z,Deaths,0
Sierra Leone,"",2020-04-07T00:00:00Z,Confirmed,6
Sierra Leone,"",2020-04-07T00:00:00Z,Recovered,0
Singapore,"",2020-04-07T00:00:00Z,Deaths,6
Singapore,"",2020-04-07T00:00:00Z,Confirmed,1481
Singapore,"",2020-04-07T00:00:00Z,Recovered,377
Slovakia,"",2020-04-07T00:00:00Z,Deaths,2
Slovakia,"",2020-04-07T00:00:00Z,Confirmed,581
Slovakia,"",2020-04-07T00:00:00Z,Recovered,13
Slovenia,"",2020-04-07T00:00:00Z,Deaths,36
Slovenia,"",2020-04-07T00:00:00Z,Confirmed,1059
Slovenia,"",2020-04-07T00:00:00Z,Recovered,102
Somalia,"",2020-04-07T00:00:00Z,Deaths,0
Somalia,"",2020-04-07T00:00:00Z,Confirmed,8
Somalia,"",2020-04-07T00:00:00Z,Recovered,1
South Africa,"",2020-04-07T00:00:00Z,Deaths,13
South Africa,"",2020-04-07T00:00:00Z,Confirmed,1749
South Africa,"",2020-04-07T00:00:00Z,Recovered,95
South Sudan,"",2020-04-07T00:00:00Z,Deaths,0
South Sudan,"",2020-04-07T00:00:00Z,Confirmed,2
South Sudan,"",2020-04-07T00:00:00Z,Recovered,0
Spain,"",2020-04-07T00:00:00Z,Deaths,14045
Spain,"",2020-04-07T00:00:00Z,Confirmed,141942
Spain,"",2020-04-07T00:00:00Z,Recovered,43208
Sri Lanka,"",2020-04-07T00:00:00Z,Deaths,6
Sri Lanka,"",2020-04-07T00:00:00Z,Confirmed,185
Sri Lanka,"",2020-04-07T00:00:00Z,Recovered,42
Sudan,"",2020-04-07T00:00:00Z,Deaths,2
Sudan,"",2020-04-07T00:00:00Z,Confirmed,14
Sudan,"",2020-04-07T00:00:00Z,Recovered,2
Suriname,"",2020-04-07T00:00:00Z,Deaths,1
Suriname,"",2020-04-07T00:00:00Z,Confirmed,10
Suriname,"",2020-04-07T00:00:00Z,Recovered,0
Sweden,"",2020-04-07T00:00:00Z,Deaths,591
Sweden,"",2020-04-07T00:00:00Z,Confirmed,7693
Sweden,"",2020-04-07T00:00:00Z,Recovered,205
Switzerland,"",2020-04-07T00:00:00Z,Deaths,821
Switzerland,"",2020-04-07T00:00:00Z,Confirmed,22253
Switzerland,"",2020-04-07T00:00:00Z,Recovered,8704
Syria,"",2020-04-07T00:00:00Z,Deaths,2
Syria,"",2020-04-07T00:00:00Z,Confirmed,19
Syria,"",2020-04-07T00:00:00Z,Recovered,3
Taiwan,"",2020-04-07T00:00:00Z,Deaths,5
Taiwan,"",2020-04-07T00:00:00Z,Confirmed,376
Taiwan,"",2020-04-07T00:00:00Z,Recovered,57
Tanzania,"",2020-04-07T00:00:00Z,Deaths,1
Tanzania,"",2020-04-07T00:00:00Z,Confirmed,24
Tanzania,"",2020-04-07T00:00:00Z,Recovered,5
Thailand,"",2020-04-07T00:00:00Z,Deaths,27
Thailand,"",2020-04-07T00:00:00Z,Confirmed,2258
Thailand,"",2020-04-07T00:00:00Z,Recovered,888
Timor-Leste,"",2020-04-07T00:00:00Z,Deaths,0
Timor-Leste,"",2020-04-07T00:00:00Z,Confirmed,1
Timor-Leste,"",2020-04-07T00:00:00Z,Recovered,0
Togo,"",2020-04-07T00:00:00Z,Deaths,3
Togo,"",2020-04-07T00:00:00Z,Confirmed,65
Togo,"",2020-04-07T00:00:00Z,Recovered,23
Trinidad and Tobago,"",2020-04-07T00:00:00Z,Deaths,8
Trinidad and Tobago,"",2020-04-07T00:00:00Z,Confirmed,107
Trinidad and Tobago,"",2020-04-07T00:00:00Z,Recovered,1
Tunisia,"",2020-04-07T00:00:00Z,Deaths,23
Tunisia,"",2020-04-07T00:00:00Z,Confirmed,623
Tunisia,"",2020-04-07T00:00:00Z,Recovered,25
Turkey,"",2020-04-07T00:00:00Z,Deaths,725
Turkey,"",2020-04-07T00:00:00Z,Confirmed,34109
Turkey,"",2020-04-07T00:00:00Z,Recovered,1582
United States,Alabama,2020-04-07T00:00:00Z,Deaths,64
United States,Alabama,2020-04-07T00:00:00Z,Confirmed,2169
United States,Alabama,2020-04-07T00:00:00Z,Recovered,0
United States,Alaska,2020-04-07T00:00:00Z,Deaths,6
United States,Alaska,2020-04-07T00:00:00Z,Confirmed,213
United States,Alaska,2020-04-07T00:00:00Z,Recovered,0
United States,Arizona,2020-04-07T00:00:00Z,Deaths,73
United States,Arizona,2020-04-07T00:00:00Z,Confirmed,2870
United States,Arizona,2020-04-07T00:00:00Z,Recovered,0
United States,Arkansas,2020-04-07T00:00:00Z,Deaths,18
United States,Arkansas,2020-04-07T00:00:00Z,Confirmed,946
United States,Arkansas,2020-04-07T00:00:00Z,Recovered,0
United States,California,2020-04-07T00:00:00Z,Deaths,432
United States,California,2020-04-07T00:00:00Z,Confirmed,17351
United States,California,2020-04-07T00:00:00Z,Recovered,0
United States,Colorado,2020-04-07T00:00:00Z,Deaths,179
United States,Colorado,2020-04-07T00:00:00Z,Confirmed,5429
United States,Colorado,2020-04-07T00:00:00Z,Recovered,0
United States,Connecticut,2020-04-07T00:00:00Z,Deaths,277
United States,Connecticut,2020-04-07T00:00:00Z,Confirmed,7781
United States,Connecticut,2020-04-07T00:00:00Z,Recovered,0
United States,Delaware,2020-04-07T00:00:00Z,Deaths,16
United States,Delaware,2020-04-07T00:00:00Z,Confirmed,928
United States,Delaware,2020-04-07T00:00:00Z,Recovered,0
United States,Diamond Princess,2020-04-07T00:00:00Z,Deaths,0
United States,Diamond Princess,2020-04-07T00:00:00Z,Confirmed,49
United States,Diamond Princess,2020-04-07T00:00:00Z,Recovered,0
United States,District of Columbia,2020-04-07T00:00:00Z,Deaths,22
United States,District of Columbia,2020-04-07T00:00:00Z,Confirmed,1211
United States,District of Columbia,2020-04-07T00:00:00Z,Recovered,0
United States,Florida,2020-04-07T00:00:00Z,Deaths,283
United States,Florida,2020-04-07T00:00:00Z,Confirmed,14545
United States,Florida,2020-04-07T00:00:00Z,Recovered,0
United States,Georgia,2020-04-07T00:00:00Z,Deaths,329
United States,Georgia,2020-04-07T00:00:00Z,Confirmed,8822
United States,Georgia,2020-04-07T00:00:00Z,Recovered,0
United States,Grand Princess,2020-04-07T00:00:00Z,Deaths,3
United States,Grand Princess,2020-04-07T00:00:00Z,Confirmed,103
United States,Grand Princess,2020-04-07T00:00:00Z,Recovered,0
United States,Guam,2020-04-07T00:00:00Z,Deaths,4
United States,Guam,2020-04-07T00:00:00Z,Confirmed,121
United States,Guam,2020-04-07T00:00:00Z,Recovered,0
United States,Hawaii,2020-04-07T00:00:00Z,Deaths,5
United States,Hawaii,2020-04-07T00:00:00Z,Confirmed,410
United States,Hawaii,2020-04-07T00:00:00Z,Recovered,0
United States,Idaho,2020-04-07T00:00:00Z,Deaths,13
United States,Idaho,2020-04-07T00:00:00Z,Confirmed,1170
United States,Idaho,2020-04-07T00:00:00Z,Recovered,0
United States,Illinois,2020-04-07T00:00:00Z,Deaths,308
United States,Illinois,2020-04-07T00:00:00Z,Confirmed,12271
United States,Illinois,2020-04-07T00:00:00Z,Recovered,0
United States,Indiana,2020-04-07T00:00:00Z,Deaths,173
United States,Indiana,2020-04-07T00:00:00Z,Confirmed,5510
United States,Indiana,2020-04-07T00:00:00Z,Recovered,0
United States,Iowa,2020-04-07T00:00:00Z,Deaths,25
United States,Iowa,2020-04-07T00:00:00Z,Confirmed,1046
United States,Iowa,2020-04-07T00:00:00Z,Recovered,0
United States,Kansas,2020-04-07T00:00:00Z,Deaths,29
United States,Kansas,2020-04-07T00:00:00Z,Confirmed,912
United States,Kansas,2020-04-07T00:00:00Z,Recovered,0
United States,Kentucky,2020-04-07T00:00:00Z,Deaths,65
United States,Kentucky,2020-04-07T00:00:00Z,Confirmed,1149
United States,Kentucky,2020-04-07T00:00:00Z,Recovered,0
United States,Louisiana,2020-04-07T00:00:00Z,Deaths,582
United States,Louisiana,2020-04-07T00:00:00Z,Confirmed,16284
United States,Louisiana,2020-04-07T00:00:00Z,Recovered,0
United States,Maine,2020-04-07T00:00:00Z,Deaths,12
United States,Maine,2020-04-07T00:00:00Z,Confirmed,519
United States,Maine,2020-04-07T00:00:00Z,Recovered,0
United States,Maryland,2020-04-07T00:00:00Z,Deaths,103
United States,Maryland,2020-04-07T00:00:00Z,Confirmed,4371
United States,Maryland,2020-04-07T00:00:00Z,Recovered,0
United States,Massachusetts,2020-04-07T00:00:00Z,Deaths,356
United States,Massachusetts,2020-04-07T00:00:00Z,Confirmed,15202
United States,Massachusetts,2020-04-07T00:00:00Z,Recovered,0
United States,Michigan,2020-04-07T00:00:00Z,Deaths,845
United States,Michigan,2020-04-07T00:00:00Z,Confirmed,18970
United States,Michigan,2020-04-07T00:00:00Z,Recovered,0
United States,Minnesota,2020-04-07T00:00:00Z,Deaths,34
United States,Minnesota,2020-04-07T00:00:00Z,Confirmed,1069
United States,Minnesota,2020-04-07T00:00:00Z,Recovered,0
United States,Mississippi,2020-04-07T00:00:00Z,Deaths,60
United States,Mississippi,2020-04-07T00:00:00Z,Confirmed,1915
United States,Mississippi,2020-04-07T00:00:00Z,Recovered,0
United States,Missouri,2020-04-07T00:00:00Z,Deaths,65
United States,Missouri,2020-04-07T00:00:00Z,Confirmed,3130
United States,Missouri,2020-04-07T00:00:00Z,Recovered,0
United States,Montana,2020-04-07T00:00:00Z,Deaths,6
United States,Montana,2020-04-07T00:00:00Z,Confirmed,319
United States,Montana,2020-04-07T00:00:00Z,Recovered,0
United States,Nebraska,2020-04-07T00:00:00Z,Deaths,10
United States,Nebraska,2020-04-07T00:00:00Z,Confirmed,447
United States,Nebraska,2020-04-07T00:00:00Z,Recovered,0
United States,Nevada,2020-04-07T00:00:00Z,Deaths,72
United States,Nevada,2020-04-07T00:00:00Z,Confirmed,2124
United States,Nevada,2020-04-07T00:00:00Z,Recovered,0
United States,New Hampshire,2020-04-07T00:00:00Z,Deaths,9
United States,New Hampshire,2020-04-07T00:00:00Z,Confirmed,715
United States,New Hampshire,2020-04-07T00:00:00Z,Recovered,0
United States,New Jersey,2020-04-07T00:00:00Z,Deaths,1232
United States,New Jersey,2020-04-07T00:00:00Z,Confirmed,44416
United States,New Jersey,2020-04-07T00:00:00Z,Recovered,0
United States,New Mexico,2020-04-07T00:00:00Z,Deaths,13
United States,New Mexico,2020-04-07T00:00:00Z,Confirmed,876
United States,New Mexico,2020-04-07T00:00:00Z,Recovered,0
United States,New York,2020-04-07T00:00:00Z,Deaths,5489
United States,New York,2020-04-07T00:00:00Z,Confirmed,139875
United States,New York,2020-04-07T00:00:00Z,Recovered,0
United States,North Carolina,2020-04-07T00:00:00Z,Deaths,53
United States,North Carolina,2020-04-07T00:00:00Z,Confirmed,3299
United States,North Carolina,2020-04-07T00:00:00Z,Recovered,0
United States,North Dakota,2020-04-07T00:00:00Z,Deaths,4
United States,North Dakota,2020-04-07T00:00:00Z,Confirmed,237
United States,North Dakota,2020-04-07T00:00:00Z,Recovered,0
United States,Northern Mariana Islands,2020-04-07T00:00:00Z,Deaths,2
United States,Northern Mariana Islands,2020-04-07T00:00:00Z,Confirmed,8
United States,Northern Mariana Islands,2020-04-07T00:00:00Z,Recovered,0
United States,Ohio,2020-04-07T00:00:00Z,Deaths,167
United States,Ohio,2020-04-07T00:00:00Z,Confirmed,4782
United States,Ohio,2020-04-07T00:00:00Z,Recovered,0
United States,Oklahoma,2020-04-07T00:00:00Z,Deaths,67
United States,Oklahoma,2020-04-07T00:00:00Z,Confirmed,1474
United States,Oklahoma,2020-04-07T00:00:00Z,Recovered,0
United States,Oregon,2020-04-07T00:00:00Z,Deaths,29
United States,Oregon,2020-04-07T00:00:00Z,Confirmed,1132
United States,Oregon,2020-04-07T00:00:00Z,Recovered,0
United States,Pennsylvania,2020-04-07T00:00:00Z,Deaths,247
United States,Pennsylvania,2020-04-07T00:00:00Z,Confirmed,14853
United States,Pennsylvania,2020-04-07T00:00:00Z,Recovered,0
United States,Puerto Rico,2020-04-07T00:00:00Z,Deaths,23
United States,Puerto Rico,2020-04-07T00:00:00Z,Confirmed,573
United States,Puerto Rico,2020-04-07T00:00:00Z,Recovered,0
United States,Recovered,2020-04-07T00:00:00Z,Deaths,0
United States,Recovered,2020-04-07T00:00:00Z,Confirmed,0
United States,Recovered,2020-04-07T00:00:00Z,Recovered,21763
United States,Rhode Island,2020-04-07T00:00:00Z,Deaths,30
United States,Rhode Island,2020-04-07T00:00:00Z,Confirmed,1229
United States,Rhode Island,2020-04-07T00:00:00Z,Recovered,0
United States,South Carolina,2020-04-07T00:00:00Z,Deaths,51
United States,South Carolina,2020-04-07T00:00:00Z,Confirmed,2417
United States,South Carolina,2020-04-07T00:00:00Z,Recovered,0
United States,South Dakota,2020-04-07T00:00:00Z,Deaths,6
United States,South Dakota,2020-04-07T00:00:00Z,Confirmed,320
United States,South Dakota,2020-04-07T00:00:00Z,Recovered,0
United States,Tennessee,2020-04-07T00:00:00Z,Deaths,72
United States,Tennessee,2020-04-07T00:00:00Z,Confirmed,4139
United States,Tennessee,2020-04-07T00:00:00Z,Recovered,0
United States,Texas,2020-04-07T00:00:00Z,Deaths,160
United States,Texas,2020-04-07T00:00:00Z,Confirmed,8925
United States,Texas,2020-04-07T00:00:00Z,Recovered,0
United States,Utah,2020-04-07T00:00:00Z,Deaths,13
United States,Utah,2020-04-07T00:00:00Z,Confirmed,1746
United States,Utah,2020-04-07T00:00:00Z,Recovered,0
United States,Vermont,2020-04-07T00:00:00Z,Deaths,23
United States,Vermont,2020-04-07T00:00:00Z,Confirmed,575
United States,Vermont,2020-04-07T00:00:00Z,Recovered,0
United States,Virgin Islands,2020-04-07T00:00:00Z,Deaths,1
United States,Virgin Islands,2020-04-07T00:00:00Z,Confirmed,43
United States,Virgin Islands,2020-04-07T00:00:00Z,Recovered,0
United States,Virginia,2020-04-07T00:00:00Z,Deaths,66
United States,Virginia,2020-04-07T00:00:00Z,Confirmed,3335
United States,Virginia,2020-04-07T00:00:00Z,Recovered,0
United States,Washington,2020-04-07T00:00:00Z,Deaths,400
United States,Washington,2020-04-07T00:00:00Z,Confirmed,8692
United States,Washington,2020-04-07T00:00:00Z,Recovered,0
United States,West Virginia,2020-04-07T00:00:00Z,Deaths,4
United States,West Virginia,2020-04-07T00:00:00Z,Confirmed,412
United States,West Virginia,2020-04-07T00:00:00Z,Recovered,0
United States,Wisconsin,2020-04-07T00:00:00Z,Deaths,92
United States,Wisconsin,2020-04-07T00:00:00Z,Confirmed,2578
United States,Wisconsin,2020-04-07T00:00:00Z,Recovered,0
United States,Wyoming,2020-04-07T00:00:00Z,Deaths,0
United States,Wyoming,2020-04-07T00:00:00Z,Confirmed,216
United States,Wyoming,2020-04-07T00:00:00Z,Recovered,0
Uganda,"",2020-04-07T00:00:00Z,Deaths,0
Uganda,"",2020-04-07T00:00:00Z,Confirmed,52
Uganda,"",2020-04-07T00:00:00Z,Recovered,0
Ukraine,"",2020-04-07T00:00:00Z,Deaths,45
Ukraine,"",2020-04-07T00:00:00Z,Confirmed,1462
Ukraine,"",2020-04-07T00:00:00Z,Recovered,28
United Arab Emirates,"",2020-04-07T00:00:00Z,Deaths,12
United Arab Emirates,"",2020-04-07T00:00:00Z,Confirmed,2359
United Arab Emirates,"",2020-04-07T00:00:00Z,Recovered,186
United Kingdom,"",2020-04-07T00:00:00Z,Deaths,6159
United Kingdom,"",2020-04-07T00:00:00Z,Confirmed,55242
United Kingdom,"",2020-04-07T00:00:00Z,Recovered,135
United Kingdom,Anguilla,2020-04-07T00:00:00Z,Deaths,0
United Kingdom,Anguilla,2020-04-07T00:00:00Z,Confirmed,3
United Kingdom,Anguilla,2020-04-07T00:00:00Z,Recovered,0
United Kingdom,Bermuda,2020-04-07T00:00:00Z,Deaths,2
United Kingdom,Bermuda,2020-04-07T00:00:00Z,Confirmed,39
United Kingdom,Bermuda,2020-04-07T00:00:00Z,Recovered,17
United Kingdom,British Virgin Islands,2020-04-07T00:00:00Z,Deaths,0
United Kingdom,British Virgin Islands,2020-04-07T00:00:00Z,Confirmed,3
United Kingdom,British Virgin Islands,2020-04-07T00:00:00Z,Recovered,0
United Kingdom,Cayman Islands,2020-04-07T00:00:00Z,Deaths,1
United Kingdom,Cayman Islands,2020-04-07T00:00:00Z,Confirmed,45
United Kingdom,Cayman Islands,2020-04-07T00:00:00Z,Recovered,6
United Kingdom,Channel Islands,2020-04-07T00:00:00Z,Deaths,7
United Kingdom,Channel Islands,2020-04-07T00:00:00Z,Confirmed,335
United Kingdom,Channel Islands,2020-04-07T00:00:00Z,Recovered,34
United Kingdom,Falkland Islands (Malvinas),2020-04-07T00:00:00Z,Deaths,0
United Kingdom,Falkland Islands (Malvinas),2020-04-07T00:00:00Z,Confirmed,2
United Kingdom,Falkland Islands (Malvinas),2020-04-07T00:00:00Z,Recovered,0
United Kingdom,Gibraltar,2020-04-07T00:00:00Z,Deaths,0
United Kingdom,Gibraltar,2020-04-07T00:00:00Z,Confirmed,113
United Kingdom,Gibraltar,2020-04-07T00:00:00Z,Recovered,60
United Kingdom,Isle of Man,2020-04-07T00:00:00Z,Deaths,1
United Kingdom,Isle of Man,2020-04-07T00:00:00Z,Confirmed,150
United Kingdom,Isle of Man,2020-04-07T00:00:00Z,Recovered,73
United Kingdom,Montserrat,2020-04-07T00:00:00Z,Deaths,0
United Kingdom,Montserrat,2020-04-07T00:00:00Z,Confirmed,9
United Kingdom,Montserrat,2020-04-07T00:00:00Z,Recovered,0
United Kingdom,Turks and Caicos Islands,2020-04-07T00:00:00Z,Deaths,1
United Kingdom,Turks and Caicos Islands,2020-04-07T00:00:00Z,Confirmed,8
United Kingdom,Turks and Caicos Islands,2020-04-07T00:00:00Z,Recovered,0
Uruguay,"",2020-04-07T00:00:00Z,Deaths,7
Uruguay,"",2020-04-07T00:00:00Z,Confirmed,424
Uruguay,"",2020-04-07T00:00:00Z,Recovered,150
Uzbekistan,"",2020-04-07T00:00:00Z,Deaths,2
Uzbekistan,"",2020-04-07T00:00:00Z,Confirmed,520
Uzbekistan,"",2020-04-07T00:00:00Z,Recovered,30
Venezuela,"",2020-04-07T00:00:00Z,Deaths,7
Venezuela,"",2020-04-07T00:00:00Z,Confirmed,165
Venezuela,"",2020-04-07T00:00:00Z,Recovered,65
Vietnam,"",2020-04-07T00:00:00Z,Deaths,0
Vietnam,"",2020-04-07T00:00:00Z,Confirmed,249
Vietnam,"",2020-04-07T00:00:00Z,Recovered,123
West Bank and Gaza,"",2020-04-07T00:00:00Z,Deaths,1
West Bank and Gaza,"",2020-04-07T00:00:00Z,Confirmed,261
West Bank and Gaza,"",2020-04-07T00:00:00Z,Recovered,42
Western Sahara,"",2020-04-07T00:00:00Z,Deaths,0
Western Sahara,"",2020-04-07T00:00:00Z,Confirmed,4
Western Sahara,"",2020-04-07T00:00:00Z,Recovered,0
Zambia,"",2020-04-07T00:00:00Z,Deaths,1
Zambia,"",2020-04-07T00:00:00Z,Confirmed,39
Zambia,"",2020-04-07T00:00:00Z,Recovered,7
Zimbabwe,"",2020-04-07T00:00:00Z,Deaths,2
Zimbabwe,"",2020-04-07T00:00:00Z,Confirmed,11
Zimbabwe,"",2020-04-07T00:00:00Z,Recovered,0
