Country_Region,Province_State,Date,Category,Number of Cases
Australia,South Australia,2020-03-16T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-17T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-18T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-19T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-20T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-21T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-22T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-23T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-24T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-25T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-26T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-27T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-28T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-29T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-30T00:00:00Z,Deaths,0
Australia,South Australia,2020-03-31T00:00:00Z,Deaths,0
Australia,South Australia,2020-04-01T00:00:00Z,Deaths,0
Australia,South Australia,2020-04-02T00:00:00Z,Deaths,0
Australia,South Australia,2020-02-01T00:00:00Z,Confirmed,1
Australia,South Australia,2020-02-02T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-03T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-04T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-05T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-06T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-07T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-08T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-09T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-10T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-11T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-12T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-13T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-14T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-15T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-16T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-17T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-18T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-19T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-20T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-21T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-22T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-23T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-24T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-25T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-26T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-27T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-28T00:00:00Z,Confirmed,2
Australia,South Australia,2020-02-29T00:00:00Z,Confirmed,3
Australia,South Australia,2020-03-01T00:00:00Z,Confirmed,3
Australia,South Australia,2020-03-02T00:00:00Z,Confirmed,3
Australia,South Australia,2020-03-03T00:00:00Z,Confirmed,3
Australia,South Australia,2020-03-04T00:00:00Z,Confirmed,5
Australia,South Australia,2020-03-05T00:00:00Z,Confirmed,5
Australia,South Australia,2020-03-06T00:00:00Z,Confirmed,7
Australia,South Australia,2020-03-07T00:00:00Z,Confirmed,7
Australia,South Australia,2020-03-08T00:00:00Z,Confirmed,7
Australia,South Australia,2020-03-09T00:00:00Z,Confirmed,7
Australia,South Australia,2020-03-10T00:00:00Z,Confirmed,7
Australia,South Australia,2020-03-11T00:00:00Z,Confirmed,9
Australia,South Australia,2020-03-12T00:00:00Z,Confirmed,9
Australia,South Australia,2020-03-13T00:00:00Z,Confirmed,16
Australia,South Australia,2020-03-14T00:00:00Z,Confirmed,19
Australia,South Australia,2020-03-15T00:00:00Z,Confirmed,20
Australia,South Australia,2020-03-16T00:00:00Z,Confirmed,29
Australia,South Australia,2020-03-17T00:00:00Z,Confirmed,29
Australia,South Australia,2020-03-18T00:00:00Z,Confirmed,37
Australia,South Australia,2020-03-19T00:00:00Z,Confirmed,42
Australia,South Australia,2020-03-20T00:00:00Z,Confirmed,50
Australia,South Australia,2020-03-21T00:00:00Z,Confirmed,67
Australia,South Australia,2020-03-22T00:00:00Z,Confirmed,100
Australia,South Australia,2020-03-23T00:00:00Z,Confirmed,134
Australia,South Australia,2020-03-24T00:00:00Z,Confirmed,170
Australia,South Australia,2020-03-25T00:00:00Z,Confirmed,170
Australia,South Australia,2020-03-26T00:00:00Z,Confirmed,235
Australia,South Australia,2020-03-27T00:00:00Z,Confirmed,257
Australia,South Australia,2020-03-28T00:00:00Z,Confirmed,287
Australia,South Australia,2020-03-29T00:00:00Z,Confirmed,299
Australia,South Australia,2020-03-30T00:00:00Z,Confirmed,305
Australia,South Australia,2020-03-31T00:00:00Z,Confirmed,337
Australia,South Australia,2020-04-01T00:00:00Z,Confirmed,367
Australia,South Australia,2020-04-02T00:00:00Z,Confirmed,367
Australia,South Australia,2020-02-01T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-02T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-03T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-04T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-05T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-06T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-07T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-08T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-09T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-10T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-11T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-12T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-13T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-14T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-15T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-16T00:00:00Z,Recovered,0
Australia,South Australia,2020-02-17T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-18T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-19T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-20T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-21T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-22T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-23T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-24T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-25T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-26T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-27T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-28T00:00:00Z,Recovered,2
Australia,South Australia,2020-02-29T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-01T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-02T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-03T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-04T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-05T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-06T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-07T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-08T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-09T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-10T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-11T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-12T00:00:00Z,Recovered,2
Australia,South Australia,2020-03-13T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-14T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-15T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-16T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-17T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-18T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-19T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-20T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-21T00:00:00Z,Recovered,3
Australia,South Australia,2020-03-22T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-23T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-24T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-25T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-26T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-27T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-28T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-29T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-30T00:00:00Z,Recovered,6
Australia,South Australia,2020-03-31T00:00:00Z,Recovered,6
Australia,South Australia,2020-04-01T00:00:00Z,Recovered,6
Australia,South Australia,2020-04-02T00:00:00Z,Recovered,6
Australia,Tasmania,2020-03-02T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-03T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-04T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-05T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-06T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-07T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-08T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-09T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-10T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-11T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-12T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-13T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-14T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-15T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-16T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-17T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-18T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-19T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-20T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-21T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-22T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-23T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-24T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-25T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-26T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-27T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-28T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-29T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-30T00:00:00Z,Deaths,0
Australia,Tasmania,2020-03-31T00:00:00Z,Deaths,1
Australia,Tasmania,2020-04-01T00:00:00Z,Deaths,2
Australia,Tasmania,2020-04-02T00:00:00Z,Deaths,2
Australia,Tasmania,2020-03-02T00:00:00Z,Confirmed,1
Australia,Tasmania,2020-03-03T00:00:00Z,Confirmed,1
Australia,Tasmania,2020-03-04T00:00:00Z,Confirmed,1
Australia,Tasmania,2020-03-05T00:00:00Z,Confirmed,1
Australia,Tasmania,2020-03-06T00:00:00Z,Confirmed,1
Australia,Tasmania,2020-03-07T00:00:00Z,Confirmed,1
Australia,Tasmania,2020-03-08T00:00:00Z,Confirmed,2
Australia,Tasmania,2020-03-09T00:00:00Z,Confirmed,2
Australia,Tasmania,2020-03-10T00:00:00Z,Confirmed,2
Australia,Tasmania,2020-03-11T00:00:00Z,Confirmed,3
Australia,Tasmania,2020-03-12T00:00:00Z,Confirmed,3
Australia,Tasmania,2020-03-13T00:00:00Z,Confirmed,5
Australia,Tasmania,2020-03-14T00:00:00Z,Confirmed,5
Australia,Tasmania,2020-03-15T00:00:00Z,Confirmed,6
Australia,Tasmania,2020-03-16T00:00:00Z,Confirmed,7
Australia,Tasmania,2020-03-17T00:00:00Z,Confirmed,7
Australia,Tasmania,2020-03-18T00:00:00Z,Confirmed,10
Australia,Tasmania,2020-03-19T00:00:00Z,Confirmed,10
Australia,Tasmania,2020-03-20T00:00:00Z,Confirmed,10
Australia,Tasmania,2020-03-21T00:00:00Z,Confirmed,16
Australia,Tasmania,2020-03-22T00:00:00Z,Confirmed,22
Australia,Tasmania,2020-03-23T00:00:00Z,Confirmed,28
Australia,Tasmania,2020-03-24T00:00:00Z,Confirmed,28
Australia,Tasmania,2020-03-25T00:00:00Z,Confirmed,36
Australia,Tasmania,2020-03-26T00:00:00Z,Confirmed,47
Australia,Tasmania,2020-03-27T00:00:00Z,Confirmed,47
Australia,Tasmania,2020-03-28T00:00:00Z,Confirmed,62
Australia,Tasmania,2020-03-29T00:00:00Z,Confirmed,66
Australia,Tasmania,2020-03-30T00:00:00Z,Confirmed,66
Australia,Tasmania,2020-03-31T00:00:00Z,Confirmed,69
Australia,Tasmania,2020-04-01T00:00:00Z,Confirmed,69
Australia,Tasmania,2020-04-02T00:00:00Z,Confirmed,72
Australia,Tasmania,2020-03-02T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-03T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-04T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-05T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-06T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-07T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-08T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-09T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-10T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-11T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-12T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-13T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-14T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-15T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-16T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-17T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-18T00:00:00Z,Recovered,0
Australia,Tasmania,2020-03-19T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-20T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-21T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-22T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-23T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-24T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-25T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-26T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-27T00:00:00Z,Recovered,3
Australia,Tasmania,2020-03-28T00:00:00Z,Recovered,5
Australia,Tasmania,2020-03-29T00:00:00Z,Recovered,5
Australia,Tasmania,2020-03-30T00:00:00Z,Recovered,5
Australia,Tasmania,2020-03-31T00:00:00Z,Recovered,5
Australia,Tasmania,2020-04-01T00:00:00Z,Recovered,5
Australia,Tasmania,2020-04-02T00:00:00Z,Recovered,5
Australia,Victoria,2020-01-27T00:00:00Z,Deaths,0
Australia,Victoria,2020-01-28T00:00:00Z,Deaths,0
Australia,Victoria,2020-01-29T00:00:00Z,Deaths,0
Australia,Victoria,2020-01-30T00:00:00Z,Deaths,0
Australia,Victoria,2020-01-31T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-01T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-02T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-03T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-04T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-05T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-06T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-07T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-08T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-09T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-10T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-11T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-12T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-13T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-14T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-15T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-16T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-17T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-18T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-19T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-20T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-21T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-22T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-23T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-24T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-25T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-26T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-27T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-28T00:00:00Z,Deaths,0
Australia,Victoria,2020-02-29T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-01T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-02T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-03T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-04T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-05T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-06T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-07T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-08T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-09T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-10T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-11T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-12T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-13T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-14T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-15T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-16T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-17T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-18T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-19T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-20T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-21T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-22T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-23T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-24T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-25T00:00:00Z,Deaths,0
Australia,Victoria,2020-03-26T00:00:00Z,Deaths,3
Australia,Victoria,2020-03-27T00:00:00Z,Deaths,3
Australia,Victoria,2020-03-28T00:00:00Z,Deaths,3
Australia,Victoria,2020-03-29T00:00:00Z,Deaths,4
Australia,Victoria,2020-03-30T00:00:00Z,Deaths,4
Australia,Victoria,2020-03-31T00:00:00Z,Deaths,4
Australia,Victoria,2020-04-01T00:00:00Z,Deaths,4
Australia,Victoria,2020-04-02T00:00:00Z,Deaths,5
Australia,Victoria,2020-01-27T00:00:00Z,Confirmed,1
Australia,Victoria,2020-01-28T00:00:00Z,Confirmed,1
Australia,Victoria,2020-01-29T00:00:00Z,Confirmed,1
Australia,Victoria,2020-01-30T00:00:00Z,Confirmed,2
Australia,Victoria,2020-01-31T00:00:00Z,Confirmed,3
Australia,Victoria,2020-02-01T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-02T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-03T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-04T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-05T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-06T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-07T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-08T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-09T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-10T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-11T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-12T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-13T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-14T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-15T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-16T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-17T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-18T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-19T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-20T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-21T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-22T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-23T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-24T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-25T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-26T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-27T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-28T00:00:00Z,Confirmed,4
Australia,Victoria,2020-02-29T00:00:00Z,Confirmed,7
Australia,Victoria,2020-03-01T00:00:00Z,Confirmed,7
Australia,Victoria,2020-03-02T00:00:00Z,Confirmed,9
Australia,Victoria,2020-03-03T00:00:00Z,Confirmed,9
Australia,Victoria,2020-03-04T00:00:00Z,Confirmed,10
Australia,Victoria,2020-03-05T00:00:00Z,Confirmed,10
Australia,Victoria,2020-03-06T00:00:00Z,Confirmed,10
Australia,Victoria,2020-03-07T00:00:00Z,Confirmed,11
Australia,Victoria,2020-03-08T00:00:00Z,Confirmed,11
Australia,Victoria,2020-03-09T00:00:00Z,Confirmed,15
Australia,Victoria,2020-03-10T00:00:00Z,Confirmed,18
Australia,Victoria,2020-03-11T00:00:00Z,Confirmed,21
Australia,Victoria,2020-03-12T00:00:00Z,Confirmed,21
Australia,Victoria,2020-03-13T00:00:00Z,Confirmed,36
Australia,Victoria,2020-03-14T00:00:00Z,Confirmed,49
Australia,Victoria,2020-03-15T00:00:00Z,Confirmed,57
Australia,Victoria,2020-03-16T00:00:00Z,Confirmed,71
Australia,Victoria,2020-03-17T00:00:00Z,Confirmed,94
Australia,Victoria,2020-03-18T00:00:00Z,Confirmed,121
Australia,Victoria,2020-03-19T00:00:00Z,Confirmed,121
Australia,Victoria,2020-03-20T00:00:00Z,Confirmed,121
Australia,Victoria,2020-03-21T00:00:00Z,Confirmed,229
Australia,Victoria,2020-03-22T00:00:00Z,Confirmed,296
Australia,Victoria,2020-03-23T00:00:00Z,Confirmed,355
Australia,Victoria,2020-03-24T00:00:00Z,Confirmed,411
Australia,Victoria,2020-03-25T00:00:00Z,Confirmed,466
Australia,Victoria,2020-03-26T00:00:00Z,Confirmed,520
Australia,Victoria,2020-03-27T00:00:00Z,Confirmed,574
Australia,Victoria,2020-03-28T00:00:00Z,Confirmed,685
Australia,Victoria,2020-03-29T00:00:00Z,Confirmed,769
Australia,Victoria,2020-03-30T00:00:00Z,Confirmed,821
Australia,Victoria,2020-03-31T00:00:00Z,Confirmed,917
Australia,Victoria,2020-04-01T00:00:00Z,Confirmed,968
Australia,Victoria,2020-04-02T00:00:00Z,Confirmed,1036
Australia,Victoria,2020-01-27T00:00:00Z,Recovered,0
Australia,Victoria,2020-01-28T00:00:00Z,Recovered,0
Australia,Victoria,2020-01-29T00:00:00Z,Recovered,0
Australia,Victoria,2020-01-30T00:00:00Z,Recovered,0
Australia,Victoria,2020-01-31T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-01T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-02T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-03T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-04T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-05T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-06T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-07T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-08T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-09T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-10T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-11T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-12T00:00:00Z,Recovered,0
Australia,Victoria,2020-02-13T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-14T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-15T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-16T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-17T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-18T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-19T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-20T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-21T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-22T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-23T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-24T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-25T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-26T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-27T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-28T00:00:00Z,Recovered,4
Australia,Victoria,2020-02-29T00:00:00Z,Recovered,4
Australia,Victoria,2020-03-01T00:00:00Z,Recovered,4
Australia,Victoria,2020-03-02T00:00:00Z,Recovered,4
Australia,Victoria,2020-03-03T00:00:00Z,Recovered,4
Australia,Victoria,2020-03-04T00:00:00Z,Recovered,4
Australia,Victoria,2020-03-05T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-06T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-07T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-08T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-09T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-10T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-11T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-12T00:00:00Z,Recovered,7
Australia,Victoria,2020-03-13T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-14T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-15T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-16T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-17T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-18T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-19T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-20T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-21T00:00:00Z,Recovered,8
Australia,Victoria,2020-03-22T00:00:00Z,Recovered,70
Australia,Victoria,2020-03-23T00:00:00Z,Recovered,97
Australia,Victoria,2020-03-24T00:00:00Z,Recovered,97
Australia,Victoria,2020-03-25T00:00:00Z,Recovered,97
Australia,Victoria,2020-03-26T00:00:00Z,Recovered,149
Australia,Victoria,2020-03-27T00:00:00Z,Recovered,171
Australia,Victoria,2020-03-28T00:00:00Z,Recovered,191
Australia,Victoria,2020-03-29T00:00:00Z,Recovered,191
Australia,Victoria,2020-03-30T00:00:00Z,Recovered,191
Australia,Victoria,2020-03-31T00:00:00Z,Recovered,291
Australia,Victoria,2020-04-01T00:00:00Z,Recovered,343
Australia,Victoria,2020-04-02T00:00:00Z,Recovered,422
Australia,Western Australia,2020-02-29T00:00:00Z,Deaths,0
Australia,Western Australia,2020-03-01T00:00:00Z,Deaths,1
Australia,Western Australia,2020-03-02T00:00:00Z,Deaths,1
